date,name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br,ab_repair,rb_repair,sb_repair,is_premium,ab_rp_rate,ab_sl_rate,rb_rp_rate,rb_sl_rate,sb_rp_rate,sb_sl_rate
2024-10-11,f-104a,89.0,91.67,3.68,1.88,0.66,0.4,159.0,63.56,2.58,4.81,0.63,1.19,,,,,,,F-104A,F-104A,USA,Aviation,9.7,9.3,9.7,4085.0,13688.0,13135.0,False,214.0,120.0,214.0,380.0,214.0,600.0
2024-10-11,f-86k_late,29.0,91.67,2.62,2.85,0.88,0.95,4.0,100.0,,,,,,,,,,,F-86K,F-86K_(France),France,Aviation,9.0,9.0,9.3,4437.0,12661.0,13365.0,False,214.0,130.0,214.0,380.0,214.0,600.0
2024-10-11,f3h-2,24.0,100.0,3.0,1.83,,,132.0,25.44,1.03,0.98,0.83,0.73,,,,,,,F3H-2,F3H-2,USA,Aviation,9.3,9.3,9.3,4241.0,13678.0,13365.0,False,214.0,120.0,214.0,380.0,214.0,600.0
2024-10-11,hunter_f6,,,,,,,79.0,33.97,2.06,2.87,0.22,0.28,,,,,,,Hunter_F.6,Hunter_F.6,Britain,Aviation,10.0,9.7,9.7,4182.0,14673.0,13722.0,False,226.0,120.0,226.0,380.0,226.0,600.0
2024-10-11,a_4e_late_iaf,,,,,,,232.0,64.37,1.13,1.5,1.26,1.73,15.0,,,,,,A-4E_(Israel),A-4E_(Israel),Israel,Aviation,9.0,8.7,9.3,2059.0,5949.0,6646.0,True,440.0,220.0,440.0,680.0,440.0,1200.0
2024-10-11,f-104j,114.0,51.67,1.52,1.61,0.27,0.25,79.0,83.53,3.22,5.0,0.5,0.89,35.0,,,2.68,,,F-104J,F-104J,Japan,Aviation,10.3,10.3,10.0,4003.0,11662.0,13366.0,False,220.0,110.0,220.0,300.0,220.0,600.0
2024-10-11,fj_4b,7.0,,,,,,42.0,,1.55,1.52,,,,,,,,,FJ-4B,FJ-4B,USA,Aviation,9.0,8.7,9.0,4001.0,11672.0,13492.0,False,214.0,110.0,214.0,330.0,214.0,600.0
2024-10-11,f-104a_china,,,,,,,36.0,100.0,3.67,3.67,1.0,1.0,,,,,,,F-104A_(China),F-104A_(China),China,Aviation,9.7,9.3,9.7,4261.0,13688.0,13706.0,False,226.0,130.0,226.0,380.0,226.0,600.0
2024-10-11,a_4e_early_iaf,,,,,,,81.0,61.9,0.09,0.22,2.09,2.23,,,,,,,A-4E_Early_(M)_(Israel),A-4E_Early_(M)_(Israel),Israel,Aviation,9.0,8.7,9.3,4112.0,11918.0,13588.0,False,220.0,110.0,220.0,340.0,220.0,600.0
2024-10-11,hunter_f58_switzerland,85.0,100.0,7.66,6.73,1.04,0.83,1486.0,63.69,1.64,2.13,1.08,1.42,19.0,,0.92,0.92,1.0,1.0,◌Hunter_F.58,Hunter_F.1,Britain,Aviation,9.0,9.0,9.0,4438.0,12663.0,13806.0,False,214.0,130.0,214.0,380.0,214.0,600.0
2024-10-11,su-7b,9.0,50.0,,,1.56,3.11,290.0,46.26,0.14,0.15,0.81,0.9,16.0,,,,,1.0,Su-7B,Su-7B,USSR,Aviation,9.3,9.3,9.7,4091.0,12235.0,13682.0,False,220.0,100.0,220.0,320.0,220.0,600.0
2024-10-11,fj_4b_agm_12b,,,,,,,221.0,73.39,1.12,0.75,3.07,2.55,,,,,,,FJ-4B_VMF-232,FJ-4B_VMF-232,USA,Aviation,9.0,8.7,9.0,4273.0,12445.0,14347.0,False,232.0,120.0,232.0,360.0,232.0,600.0
2024-10-11,f-104c,28.0,18.75,1.99,1.88,0.81,0.56,117.0,41.89,1.93,2.46,1.01,1.26,17.0,,,,,,F-104C,F-104C,USA,Aviation,9.7,9.3,9.7,4160.0,13688.0,13389.0,False,220.0,120.0,220.0,380.0,220.0,600.0
2024-10-11,so_4050_vautour_2n,3.0,,,1.0,,2.0,,,,,,,3.0,,,,,,S.O.4050_Vautour_IIN,S.O.4050_Vautour_IIN,France,Aviation,9.7,9.0,9.0,1816.0,7068.0,10381.0,True,416.0,200.0,416.0,500.0,416.0,1200.0
2024-10-11,scimitar_f1,,,,,,,290.0,85.33,0.68,0.88,2.4,3.03,,,,,,,Scimitar_F_Mk.1,Scimitar_F_Mk.1,Britain,Aviation,8.3,8.7,8.7,4976.0,12772.0,14549.0,False,214.0,130.0,214.0,380.0,214.0,600.0
2024-10-11,mig-21_s,70.0,57.86,4.54,3.58,,,1037.0,52.74,1.4,1.57,0.15,0.17,47.0,,5.88,4.04,,,MiG-21S_(R-13-300),MiG-21S_(R-13-300),USSR,Aviation,9.0,9.7,10.0,2316.0,7225.0,6616.0,True,440.0,260.0,440.0,740.0,440.0,1200.0
2024-10-11,mig-17_f5,,,,,,,80.0,66.67,2.34,2.8,0.97,2.78,,,,,,,Shenyang_F-5,Shenyang_F-5,China,Aviation,9.3,9.3,9.3,2096.0,5825.0,6723.0,True,440.0,260.0,440.0,760.0,440.0,1200.0
2024-10-11,fiat_g91_r3,41.0,90.0,0.4,0.32,0.9,0.88,264.0,68.92,1.17,1.57,1.39,1.76,,,,,,,◄G.91_R/3,G.91_R/3_(Germany),Germany,Aviation,9.0,8.7,9.0,4356.0,12780.0,13538.0,False,208.0,120.0,208.0,380.0,208.0,600.0
2024-10-11,a_4n,,,,,,,522.0,79.83,2.47,2.88,2.34,2.56,,,,,,,Ayit,Ayit,Israel,Aviation,9.3,9.3,9.7,4038.0,12489.0,14023.0,False,226.0,110.0,226.0,330.0,226.0,600.0
2024-10-11,mig-21_f13,69.0,50.0,1.52,1.21,0.31,0.2,75.0,,,,1.0,0.71,,,,,,,MiG-21F-13,MiG-21F-13,USSR,Aviation,8.7,9.3,9.7,4692.0,13679.0,13721.0,False,226.0,130.0,226.0,380.0,226.0,600.0
2024-10-11,md_460_saar,,,,,,,10.0,100.0,,,1.0,1.0,,,,,,,Sa'ar,Sa%27ar,Israel,Aviation,9.0,9.0,9.0,4543.0,12659.0,14413.0,False,226.0,130.0,226.0,380.0,226.0,600.0
2024-10-11,f-86k_late_german,27.0,100.0,1.0,1.07,,,10.0,50.0,1.0,1.0,,,,,,,,,◄F-86K,F-86K_(Germany),Germany,Aviation,9.0,9.0,9.3,4544.0,12661.0,13623.0,False,220.0,130.0,220.0,380.0,220.0,600.0
2024-10-11,so_4050_vautour_2a_israel_iaf,,,,,,,,,,,,,,,,,,,Vautour_IIA_(Israel),Vautour_IIA_(Israel),Israel,Aviation,9.7,9.0,9.0,3820.0,14545.0,21224.0,False,214.0,100.0,214.0,260.0,214.0,600.0
2024-10-11,so_4050_vautour_2n_iaf,,,,,,,,,,,,,,,,,,,Vautour_IIN_(Israel),Vautour_IIN_(Israel),Israel,Aviation,9.7,9.0,9.0,3905.0,14882.0,21636.0,False,220.0,100.0,220.0,270.0,220.0,600.0
2024-10-11,md_460_sambad,,,,,,,34.0,100.0,1.0,,1.0,,,,,,,,Sambad,Sambad,Israel,Aviation,9.0,9.0,9.0,4543.0,12659.0,14064.0,False,220.0,130.0,220.0,380.0,220.0,600.0
2024-10-11,md_454_mystere_4a_iaf,,,,,,,13.0,,,,,,,,,,,,Mystere_IVA_(Israel),Mystere_IVA_(Israel),Israel,Aviation,9.0,8.7,8.7,4437.0,12780.0,14557.0,False,214.0,130.0,214.0,380.0,214.0,600.0
2024-10-11,a_4h,,,,,,,104.0,91.11,0.47,0.49,1.5,1.03,,,,,,,A-4H_(Israel),A-4H_(Israel),Israel,Aviation,8.7,8.3,8.3,4086.0,11490.0,14443.0,False,208.0,110.0,208.0,310.0,208.0,600.0
2024-10-11,f11f_1_late,26.0,,,1.0,,,117.0,63.03,3.45,4.06,0.46,0.56,,,,,,,F11F-1,F11F-1,USA,Aviation,9.0,9.0,9.0,4542.0,12653.0,14669.0,False,232.0,130.0,232.0,380.0,232.0,600.0
2024-10-11,a_10a_early,11.0,,,1.0,,1.0,3335.0,56.02,0.63,0.74,2.59,3.08,218.0,58.0,0.58,0.19,9.36,3.15,A-10A,A-10A,USA,Aviation,10.0,10.3,10.7,2115.0,6280.0,6801.0,True,452.0,200.0,452.0,600.0,452.0,1200.0
2024-10-11,jaguar_gr1,49.0,52.78,0.43,0.67,1.4,1.8,87.0,51.36,0.29,0.38,0.9,0.83,23.0,,,0.5,,0.03,Jaguar_GR.1,Jaguar_GR.1,Britain,Aviation,9.7,9.7,10.0,4091.0,12522.0,13622.0,False,220.0,100.0,220.0,300.0,220.0,600.0
2024-10-11,su-7bkl,9.0,50.0,,,4.0,8.0,341.0,62.05,0.21,0.21,0.83,0.86,,,,,,,Su-7BKL,Su-7BKL,USSR,Aviation,9.7,9.3,10.0,4152.0,12491.0,13966.0,False,226.0,100.0,226.0,330.0,226.0,600.0
2024-10-11,q_5_early,,,,,,,64.0,82.74,1.63,1.72,0.58,0.68,,,,,,,Q-5_early,Q-5_early,China,Aviation,9.7,9.0,9.3,4050.0,11427.0,13084.0,False,208.0,90.0,208.0,320.0,208.0,600.0
2024-10-11,j_7_mk2,,,,,,,,,,,,,,,,,,,J-7II,J-7II,China,Aviation,9.3,9.3,9.7,4423.0,13679.0,13721.0,False,226.0,130.0,226.0,380.0,226.0,600.0
2024-10-11,harrier_gr1,9.0,,,,,,192.0,48.8,0.32,0.38,0.54,0.64,9.0,100.0,1.0,0.5,,,Harrier_GR.1,Harrier_GR.1,Britain,Aviation,10.0,9.7,9.7,2123.0,6423.0,6848.0,True,452.0,180.0,452.0,620.0,452.0,1200.0
2024-10-11,f1,100.0,56.11,1.78,1.81,0.33,0.32,52.0,85.8,0.9,1.06,0.63,0.65,10.0,,,2.5,,,F-1,F-1,Japan,Aviation,10.3,10.3,10.3,4077.0,13258.0,12260.0,False,226.0,120.0,226.0,330.0,226.0,600.0
2024-10-11,f_100f_china,,,,,,,54.0,50.0,1.5,1.87,,,,,,,,,F-100F_(China),F-100F_(China),China,Aviation,9.3,9.3,9.7,4316.0,13669.0,13370.0,False,220.0,130.0,220.0,380.0,220.0,600.0
2024-10-11,f-84f_israel_iaf,,,,,,,40.0,50.0,0.43,0.43,1.06,1.18,,,,,,,F-84F_(Israel),F-84F_(Israel),Israel,Aviation,8.7,8.3,8.7,2046.0,5954.0,6937.0,True,428.0,240.0,428.0,640.0,428.0,1200.0
2024-10-11,av_8c,74.0,51.52,0.92,1.41,1.45,1.82,233.0,68.57,1.61,1.63,1.06,1.2,26.0,100.0,3.0,1.7,,,AV-8C,AV-8C,USA,Aviation,9.7,9.7,9.7,4153.0,12771.0,14028.0,False,226.0,100.0,226.0,310.0,226.0,600.0
2024-10-11,saab_a32a_red_adam,,,,,,,135.0,50.0,0.45,0.29,2.27,1.94,,,,,,,A32A_Röd_Adam,A32A_R%C3%B6d_Adam,Sweden,Aviation,9.0,9.0,9.0,2093.0,6173.0,6891.0,True,452.0,240.0,452.0,680.0,452.0,1200.0
2024-10-11,av_8a,452.0,65.44,7.69,14.4,0.31,0.61,263.0,65.77,2.39,1.81,2.8,1.75,23.0,,,0.15,,,AV-8A,AV-8A,USA,Aviation,9.3,9.7,9.7,2057.0,6317.0,6677.0,True,440.0,220.0,440.0,600.0,440.0,1200.0
2024-10-11,mig-17_cuba,,,,,,,158.0,52.7,2.75,3.73,2.51,3.44,,,,,,,MiG-17AS,MiG-17AS,USSR,Aviation,9.0,9.0,9.0,2272.0,5256.0,6833.0,True,428.0,260.0,428.0,760.0,428.0,1200.0
2024-10-11,yak-38m,14.0,40.74,0.61,1.0,,,128.0,51.72,0.89,0.58,0.31,0.26,4.0,,,,,,Yak-38M,Yak-38M,USSR,Aviation,9.3,9.3,9.3,4149.0,12481.0,13920.0,False,226.0,100.0,226.0,330.0,226.0,600.0
2024-10-11,a_4e_early,32.0,,,0.83,,1.97,980.0,56.38,0.38,0.48,1.62,2.0,,,,,,,A-4E_Early,A-4E_Early,USA,Aviation,9.0,8.7,9.3,4001.0,11672.0,13326.0,False,214.0,110.0,214.0,330.0,214.0,600.0
2024-10-11,yak-38,5.0,,,,,,242.0,44.38,0.46,0.58,0.32,0.33,,,,,,,Yak-38,Yak-38,USSR,Aviation,9.3,9.3,9.3,2057.0,6017.0,6646.0,True,440.0,220.0,440.0,640.0,440.0,1200.0
2024-10-11,mirage_milan,9.0,,1.0,1.0,1.0,1.0,357.0,56.85,0.95,0.89,1.52,1.47,32.0,,,0.67,,0.17,Milan,Milan,France,Aviation,9.3,9.7,9.7,2142.0,7063.0,6799.0,True,452.0,260.0,452.0,760.0,452.0,1200.0
2024-10-11,harrier_gr3,,,,,,,221.0,52.88,1.59,2.16,0.99,1.35,,,,,,,Harrier_GR.3,Harrier_GR.3,Britain,Aviation,10.3,9.7,9.3,4378.0,12762.0,13924.0,False,226.0,90.0,226.0,310.0,226.0,600.0
2024-10-11,buccaneer_s2,,,,,,,271.0,52.67,,,5.37,6.43,16.0,100.0,,,,,Buccaneer_S.2,Buccaneer_S.2,Britain,Aviation,10.3,9.3,9.3,4298.0,12222.0,13579.0,False,220.0,80.0,220.0,320.0,220.0,600.0
2024-10-11,ariete,,,,,,,309.0,90.55,3.77,4.88,1.23,1.62,,,,,,,Ariete,Ariete_(Fighter),Italy,Aviation,9.3,9.3,9.0,2075.0,6271.0,6833.0,True,428.0,240.0,428.0,760.0,428.0,1200.0
2024-10-11,mig-17p_lim_5p,32.0,83.33,1.67,1.67,,,152.0,81.06,3.58,9.58,0.17,0.6,1.0,,,,,,◊Lim-5P,I-153P,USSR,Aviation,3.0,2.7,2.3,950.0,4805.0,1182.0,True,248.0,100.0,248.0,380.0,248.0,460.0
2024-10-11,f-86k_late_italy,7.0,,,1.0,,,9.0,,,,,,,,,,,,F-86K,F-86K_(Italy),Italy,Aviation,9.0,9.0,9.3,4437.0,12661.0,13365.0,False,214.0,130.0,214.0,380.0,214.0,600.0
2024-10-11,q_5a,,,,,,,17.0,,,,2.25,2.25,,,,,,,Q-5A,Q-5A,China,Aviation,10.0,9.3,10.3,4225.0,11672.0,13384.0,False,214.0,80.0,214.0,320.0,214.0,600.0
2024-10-11,f-84f_france,19.0,,,,,3.0,36.0,50.0,,,1.33,2.67,,,,,,,F-84F,F-84F_(France),France,Aviation,9.0,8.3,8.7,3920.0,11484.0,13789.0,False,208.0,110.0,208.0,310.0,208.0,600.0
2024-10-11,mig-19j_6a,,,,,,,38.0,100.0,2.0,,,,,,,,,,J-6A,J-6A,China,Aviation,10.0,9.3,9.7,4104.0,13679.0,13382.0,False,220.0,120.0,220.0,380.0,220.0,600.0
2024-10-11,lightning_f53,,,,,,,17.0,,,,,,35.0,,,4.0,,,Lightning_F.53,Lightning_F.53,Britain,Aviation,9.3,9.3,9.7,2142.0,5378.0,6799.0,True,452.0,260.0,452.0,760.0,452.0,1200.0
2024-10-11,f-84f_iaf,,,,,,,1.0,50.0,0.5,1.0,2.5,5.0,,,,,,,F-84F_IAF,F-84F_(IAF),France,Aviation,8.7,8.3,8.7,2046.0,5954.0,6937.0,True,428.0,240.0,428.0,640.0,428.0,1200.0
2024-10-11,f-84f_germany,50.0,89.13,0.28,0.14,4.57,3.79,88.0,70.0,0.71,1.01,1.34,1.74,,,,,,,◄F-84F,F-84F_(Germany),Germany,Aviation,8.7,8.3,8.7,4085.0,11484.0,13789.0,False,208.0,110.0,208.0,310.0,208.0,600.0
2024-10-11,md_460_yt_cup_2019,,,,,,,,,,,,,,,,,,,␙Super_Mystere_B2,Super_Mystere_B2,France,Aviation,9.0,9.0,9.0,4543.0,12659.0,14064.0,False,220.0,130.0,220.0,380.0,220.0,600.0
2024-10-11,f-84f_italy,,,,,,,26.0,,,,,,,,,,,,F-84F,F-84F_(Italy),Italy,Aviation,9.0,8.3,8.7,3920.0,11484.0,13789.0,False,208.0,110.0,208.0,310.0,208.0,600.0
2024-10-11,mig-21_pfm,,,,,,,41.0,82.35,1.68,1.58,0.18,0.34,,,,,,,MiG-21PFM,MiG-21PFM,USSR,Aviation,8.7,9.3,10.0,4684.0,13657.0,13930.0,False,232.0,130.0,232.0,380.0,232.0,600.0
2024-10-11,mig-17,27.0,100.0,1.08,1.13,,,725.0,60.89,1.47,2.6,0.37,0.62,,,,,,,MiG-17,MiG-17,USSR,Aviation,9.0,8.7,9.0,4435.0,12655.0,13796.0,False,214.0,130.0,214.0,380.0,214.0,600.0
2024-10-11,su_25,60.0,50.0,1.42,1.53,2.0,1.98,2108.0,50.19,0.57,0.6,1.72,1.78,148.0,50.0,0.9,0.1,0.35,0.06,Su-25,Su-25,USSR,Aviation,10.7,10.3,10.7,4381.0,12531.0,13986.0,False,226.0,90.0,226.0,300.0,226.0,600.0
2024-10-11,su_25k,15.0,,1.0,1.0,,,3611.0,52.07,0.44,0.47,1.38,1.45,252.0,,1.63,0.65,1.43,0.58,Su-25K,Su-25K,USSR,Aviation,10.7,10.3,10.7,2162.0,6439.0,6945.0,True,464.0,180.0,464.0,620.0,464.0,1200.0
2024-10-11,f-100d_france,24.0,100.0,5.43,1.67,0.43,0.07,4.0,,2.0,2.0,,,,,,,,,F-100D,F-100D_(France),France,Aviation,9.7,9.3,9.7,4257.0,13669.0,13711.0,False,226.0,130.0,226.0,380.0,226.0,600.0
2024-10-11,hunter_f9_rhodesia,20.0,100.0,10.0,10.0,,,53.0,26.32,5.03,6.53,1.32,2.05,9.0,,,,,,Hunter_FGA.9,Hunter_FGA.9,Britain,Aviation,9.3,9.3,9.7,2096.0,5825.0,6626.0,True,440.0,260.0,440.0,760.0,440.0,1200.0
2024-10-11,f4d_1,,,,,,,715.0,84.47,3.76,11.07,0.44,1.3,8.0,,,2.0,,,F4D-1,F4D-1,USA,Aviation,9.3,9.0,9.3,4316.0,12653.0,13614.0,False,220.0,130.0,220.0,380.0,220.0,600.0
2024-10-11,mig_23bn,13.0,,,,,3.0,340.0,55.07,0.13,0.12,1.94,1.89,3.0,,,,,,◊MiG-23BN,MiG-23M,USSR,Aviation,11.3,11.3,11.3,3981.0,11688.0,11938.0,False,238.0,100.0,238.0,310.0,238.0,600.0
2024-10-11,alpha_jet_a,29.0,,,0.6,,1.86,705.0,62.86,0.41,0.4,2.14,2.1,22.0,,,,,1.23,Alpha_Jet_A,Alpha_Jet_A,Germany,Aviation,9.0,8.7,9.0,4005.0,11683.0,13505.0,False,214.0,110.0,214.0,330.0,214.0,600.0
2024-10-11,f8u-2,79.0,57.5,3.33,3.92,0.37,0.28,2173.0,65.21,2.37,3.69,0.21,0.34,,,,,,,F8U-2,F8U-2,USA,Aviation,9.7,10.0,10.3,4260.0,14791.0,12272.0,False,226.0,130.0,226.0,370.0,226.0,600.0
2024-10-11,so_4050_vautour_2b,3.0,,,,,7.0,,,,,,,,,,,,,S.O.4050_Vautour_IIB,S.O.4050_Vautour_IIB,France,Aviation,9.7,9.0,9.0,3821.0,14548.0,21226.0,False,214.0,100.0,214.0,260.0,214.0,600.0
2024-10-11,so_4050_vautour_2a,3.0,100.0,,,8.0,8.0,,,,,,,,,,,,,S.O.4050_Vautour_IIA,S.O.4050_Vautour_IIA,France,Aviation,9.7,9.0,9.0,3905.0,14882.0,21636.0,False,220.0,100.0,220.0,270.0,220.0,600.0
2024-10-11,alpha_jet_e,10.0,100.0,1.0,0.21,6.0,1.86,116.0,62.61,0.66,0.52,1.55,1.33,,,,,,,Alpha_Jet_E,Alpha_Jet_E,France,Aviation,9.0,8.7,9.0,4112.0,11918.0,13755.0,False,220.0,110.0,220.0,340.0,220.0,600.0
2024-10-11,fiat_g91_y,7.0,,,,,,305.0,78.65,2.19,3.52,1.27,2.07,,,,,,,G.91_Y,G.91_Y,Italy,Aviation,9.3,9.0,9.3,4318.0,13675.0,13619.0,False,220.0,130.0,220.0,380.0,220.0,600.0
2024-10-11,md_450b_barougan,,,,,,,75.0,94.17,0.9,0.7,1.25,0.98,,,,,,,M.D.450B_Barougan,M.D.450B_Barougan,France,Aviation,7.3,7.7,7.7,4712.0,13078.0,17391.0,False,196.0,130.0,196.0,360.0,196.0,600.0
2024-10-11,su-9,39.0,25.64,2.25,2.15,0.46,0.68,1033.0,62.22,0.55,0.61,1.5,1.7,6.0,100.0,,,1.0,1.0,Su-9,Su-9,USSR,Aviation,7.3,7.0,7.0,4654.0,11971.0,17587.0,False,190.0,130.0,190.0,320.0,190.0,600.0
2024-10-11,attaker_fb2,,,,,,,29.0,80.0,2.8,2.8,1.13,1.13,,,,,,,Attacker_FB.2,Attacker_FB.2,Britain,Aviation,7.0,7.0,7.3,2343.0,6077.0,8417.0,True,380.0,260.0,380.0,640.0,380.0,1200.0
2024-10-11,mig-15bis_nr23_hungary,23.0,66.67,3.84,11.5,0.79,2.4,126.0,81.95,2.75,6.73,0.39,0.74,,,,,,,◔MiG-15bis,MiG-15bis,USSR,Aviation,8.7,8.3,8.7,4267.0,12194.0,13914.0,False,202.0,120.0,202.0,380.0,202.0,600.0
2024-10-11,me-262c-2b,,,,,,,246.0,90.91,3.33,6.65,0.02,0.07,,,,,,,Me_262_C-2b,Me_262_C-2b,Germany,Aviation,8.0,8.0,8.0,4744.0,13321.0,17014.0,False,202.0,130.0,202.0,380.0,202.0,600.0
2024-10-11,mig-15bis_ish,,,,,,,1008.0,80.02,1.05,1.55,1.2,1.73,5.0,,,,,,MiG-15bis_ISH,MiG-15bis_ISh,USSR,Aviation,8.7,8.0,8.7,2290.0,6331.0,7577.0,True,416.0,260.0,416.0,760.0,416.0,1200.0
2024-10-11,saab_j29d,,,,,,,121.0,93.61,1.78,4.72,0.16,0.39,,,,,,,J29D,J29D,Sweden,Aviation,9.0,8.3,8.3,2480.0,5511.0,9186.0,True,440.0,260.0,440.0,760.0,440.0,1200.0
2024-10-11,f-86f-35,,,,,,,41.0,98.81,1.28,1.09,1.21,1.16,,,,,,,F-86F-35,F-86F-35,USA,Aviation,7.3,8.3,9.0,1354.0,3859.0,7223.0,True,464.0,260.0,464.0,760.0,464.0,1200.0
2024-10-11,meteor_fmk8_reaper,,,,,,,403.0,79.44,1.67,2.1,1.91,2.35,,,,,,,Meteor_F_Mk.8_Reaper,Meteor_F_Mk.8_Reaper,Britain,Aviation,7.7,8.0,8.0,2338.0,6726.0,8349.0,True,404.0,260.0,404.0,760.0,404.0,1200.0
2024-10-11,canberra_bmk2,,,,,,,23.0,70.0,,,1.1,1.8,,,,,,,Canberra_B_Mk_2,Canberra_B_Mk_2,Britain,Aviation,8.7,8.3,7.7,4129.0,14931.0,22012.0,False,196.0,90.0,196.0,300.0,196.0,600.0
2024-10-11,yak-17,6.0,100.0,3.0,3.0,,,22.0,,,,,,,,,,,,Yak-17,Yak-17,USSR,Aviation,6.7,6.7,7.0,5023.0,12047.0,17922.0,False,196.0,130.0,196.0,290.0,196.0,600.0
2024-10-11,tu_4,24.0,100.0,1.0,0.3,1.5,1.15,81.0,55.33,0.85,0.59,0.08,0.14,,,,,,,Tu-4,Tu-4,USSR,Aviation,8.0,8.0,7.7,4104.0,14642.0,21974.0,False,196.0,100.0,196.0,300.0,196.0,600.0
2024-10-11,saab_a21rb,6.0,,,1.0,,,252.0,67.12,1.3,0.97,1.12,0.88,13.0,,,,,,A21RB,A21RB,Sweden,Aviation,6.7,6.7,7.0,4580.0,11015.0,16528.0,False,184.0,120.0,184.0,270.0,184.0,600.0
2024-10-11,vampire_fb5_j28b,,,,,,,130.0,28.94,1.26,0.84,0.67,0.43,,,,,,,A28B,A28B,Sweden,Aviation,7.7,8.0,7.7,4608.0,12683.0,17039.0,False,190.0,120.0,190.0,350.0,190.0,600.0
2024-10-11,f-86f-30_japan,3.0,,,1.0,,1.0,442.0,67.1,1.52,2.26,0.52,0.82,,,,,,,F-86F-30_,F-86F-30_(Japan),Japan,Aviation,8.0,8.3,8.7,4638.0,11987.0,13646.0,False,196.0,120.0,196.0,370.0,196.0,600.0
2024-10-11,saab_j21ra,1.0,,,1.0,,,72.0,57.5,1.01,1.24,0.85,1.0,,,,,,,J21RA,J21RA,Sweden,Aviation,6.7,6.7,6.7,4588.0,11032.0,16718.0,False,184.0,120.0,184.0,270.0,184.0,600.0
2024-10-11,saab_j29a,1.0,,,,,,122.0,61.33,1.39,1.39,0.59,0.59,,,,,,,J29A,J29A,Sweden,Aviation,8.0,7.7,8.0,4635.0,13060.0,16694.0,False,196.0,120.0,196.0,360.0,196.0,600.0
2024-10-11,saab_j29b,3.0,,2.0,2.0,1.0,1.0,101.0,58.34,0.83,0.94,0.27,0.26,,,,,,,A29B,A29B,Sweden,Aviation,8.3,7.7,8.3,4474.0,13002.0,15350.0,False,196.0,120.0,196.0,360.0,196.0,600.0
2024-10-11,dh_110_sea_vixen,,,,,,,169.0,96.51,2.98,3.0,0.81,0.76,12.0,,,,,,Sea_Vixen_F.A.W._Mk.2,Sea_Vixen_F.A.W._Mk.2,Britain,Aviation,8.0,8.7,8.3,2376.0,5919.0,8510.0,True,416.0,260.0,416.0,760.0,416.0,1200.0
2024-10-11,me-163b,28.0,50.0,0.93,1.69,0.3,0.07,247.0,74.42,2.89,8.59,0.24,0.68,,,,,,,Me_163_B,Me_163_B,Germany,Aviation,8.0,8.0,8.0,4635.0,13002.0,16694.0,False,196.0,120.0,196.0,360.0,196.0,600.0
2024-10-11,vampire_fb52_finland,,,,,,,150.0,44.44,0.36,0.33,0.92,0.86,,,,,,,Vampire_FB_52A,Vampire_FB_52A,Italy,Aviation,7.7,8.0,7.7,4608.0,12683.0,17039.0,False,190.0,120.0,190.0,350.0,190.0,600.0
2024-10-11,f-86f-40_japan,40.0,35.0,0.66,0.71,0.09,0.11,226.0,84.0,1.94,2.93,0.56,0.73,,,,,,,F-86F-40_,F-86F-40_(Japan),Japan,Aviation,8.3,9.0,9.3,4588.0,12085.0,12766.0,False,202.0,120.0,202.0,380.0,202.0,600.0
2024-10-11,yak-23,41.0,50.0,2.14,4.28,,,57.0,95.1,1.74,3.67,0.42,2.0,,,,,,,Yak-23,Yak-23,USSR,Aviation,8.7,8.7,7.7,4268.0,12195.0,17701.0,False,202.0,120.0,202.0,380.0,202.0,600.0
2024-10-11,f9f-8,4.0,100.0,3.0,3.0,,,162.0,60.88,1.08,0.71,1.32,0.89,,,,,,,F9F-8,F9F-8,USA,Aviation,8.3,8.3,8.3,4585.0,12817.0,15656.0,False,202.0,120.0,202.0,380.0,202.0,600.0
2024-10-11,meteor_fmk8_belgium,7.0,,1.0,1.0,,0.86,123.0,89.6,2.28,4.18,0.95,1.77,,,,,,,Meteor_F_Mk.8,Meteor_F_Mk_3,Britain,Aviation,7.3,7.3,7.0,4653.0,12632.0,17586.0,False,190.0,130.0,190.0,340.0,190.0,600.0
2024-10-11,f-86a-5,105.0,75.56,2.23,1.39,1.65,1.23,215.0,27.61,1.91,1.9,0.43,0.42,,,,,,,F-86A-5,F-86A-5,USA,Aviation,7.7,8.0,8.7,4692.0,12546.0,13646.0,False,196.0,130.0,196.0,370.0,196.0,600.0
2024-10-11,f3d_1,16.0,100.0,1.0,1.0,,,505.0,57.66,0.34,0.28,1.98,1.57,,,,,,,F3D-1,F3D-1,USA,Aviation,7.7,7.0,7.0,4207.0,8697.0,13211.0,False,184.0,120.0,184.0,250.0,184.0,600.0
2024-10-11,sea_hawk_fga50_netherlands,,,,,,,85.0,64.69,1.48,2.44,1.28,2.19,,,,,,,Sea_Hawk_Mk.50,Sea_Hawk_Mk.50_(France),France,Aviation,8.0,8.0,8.0,2218.0,6517.0,8519.0,True,416.0,260.0,416.0,760.0,416.0,1200.0
